2281665.007,2.812,-8.812,0.967,-0.049,0.321,-0.086,0
2281665.017,3.019,-8.716,1.086,-0.024,0.29,-0.072,0
2281665.027,3.032,-8.7,1.116,0.008,0.233,-0.076,0
2281665.037,2.896,-8.695,1.058,0.04,0.169,-0.089,0
2281665.047,2.728,-8.712,1.001,0.08,0.094,-0.102,0
2281665.057,2.57,-8.754,0.961,0.108,0.074,-0.101,0
2281665.067,2.572,-8.997,0.861,0.14,0.09,-0.092,0
2281665.077,2.646,-9.192,0.778,0.179,0.138,-0.085,0
2281665.088,2.654,-9.358,0.68,0.22,0.212,-0.09,0
2281665.107,2.543,-9.553,0.465,0.282,0.412,-0.12,0
2281665.118,2.473,-9.628,0.376,0.298,0.525,-0.127,0
2281665.127,2.437,-9.664,0.286,0.31,0.648,-0.124,0
2281665.137,2.422,-9.628,0.206,0.316,0.786,-0.117,0
2281665.147,2.405,-9.541,0.115,0.328,0.941,-0.109,0
2281665.157,2.4,-9.412,-0.018,0.344,1.188,-0.098,0
2281665.167,2.422,-9.257,-0.143,0.34,1.326,-0.087,0
2281665.179,2.487,-9.131,-0.273,0.314,1.418,-0.074,0
2281665.197,4.034,-8.536,-4.647,0.224,1.484,-0.044,0
2281665.207,6.041,-8.213,-9.025,0.001,1.276,-0.071,0
2281665.217,5.826,-8.149,-6.772,-0.429,0.836,-0.169,0
2281665.227,4.849,-8.265,-3.046,-0.715,0.585,-0.219,0
2281665.237,4.106,-8.517,0.125,-0.786,0.442,-0.197,0
2281665.247,3.685,-8.763,2.273,-0.701,0.251,-0.152,0
2281665.257,3.499,-9.009,3.145,-0.429,-0.146,-0.083,0
2281665.267,3.628,-9.175,2.946,-0.25,-0.373,-0.033,0
2281665.277,3.842,-9.213,2.592,-0.12,-0.526,0.019,0
2281665.287,4.401,-9.142,2.241,-0.018,-0.644,0.072,0
2281665.307,5.247,-9.172,1.765,0.118,-0.869,0.137,0
2281665.317,5.5,-8.948,1.583,0.157,-0.916,0.13,0
2281665.327,5.586,-8.616,1.495,0.183,-0.894,0.102,0
2281665.337,5.553,-8.231,1.315,0.194,-0.836,0.066,0
2281665.348,5.601,-7.787,0.967,0.18,-0.797,0.023,0
2281665.357,5.64,-7.308,0.631,0.12,-0.775,-0.027,0
2281665.367,5.717,-6.885,0.281,-0.031,-0.67,-0.112,0
2281665.377,5.681,-6.647,-0.122,-0.136,-0.484,-0.162,0
2281665.387,5.658,-6.666,-0.444,-0.243,-0.179,-0.197,0
2281665.397,5.569,-7.124,-0.42,-0.346,0.218,-0.238,0
2281665.407,5.416,-7.769,-0.347,-0.445,0.595,-0.298,0
2281665.417,5.306,-8.35,-0.381,-0.539,0.895,-0.364,0
2281665.427,5.01,-8.795,-0.718,-0.629,1.175,-0.421,0
2281665.437,4.838,-9.065,-1.021,-0.701,1.536,-0.454,0
2281665.447,4.847,-9.033,-0.988,-0.746,1.993,-0.468,0
2281665.457,4.399,-8.723,-2.324,-0.766,2.412,-0.465,0
2281665.467,3.029,-8.732,-6.68,-0.864,2.671,-0.425,0
2281665.477,2.649,-9.373,-8.186,-1.441,2.425,-0.276,0
2281665.487,3.26,-9.75,-2.712,-1.701,1.83,-0.231,0
2281665.497,3.271,-8.501,-0.621,-1.527,1.146,-0.224,0
2281665.507,3.257,-7.572,-0.364,-1.081,0.228,-0.203,0
2281665.518,3.113,-6.881,-0.858,-0.619,-0.8,-0.175,0
2281665.527,2.961,-6.371,-1,-0.316,-1.632,-0.142,0
2281665.537,2.958,-6.005,-0.308,-0.177,-2.097,-0.095,0
2281665.547,2.788,-5.718,0.656,-0.132,-2.217,-0.025,0
2281665.558,3.605,-5.428,1.523,-0.121,-2.035,0.053,0
2281665.567,3.942,-5.262,2.538,-0.165,-1.691,0.104,0
2281665.578,3.352,-5.242,3.307,-0.227,-1.389,0.115,0
2281665.587,3.01,-5.017,3.95,-0.319,-1.077,0.084,0
2281665.597,2.76,-4.626,3.975,-0.323,-1.049,0.052,0
2281665.607,2.333,-4.192,3.462,-0.279,-1.151,-0.002,0
2281665.617,2.078,-3.71,3.292,-0.263,-1.224,-0.069,0
2281665.627,1.4,-3.336,3.531,-0.271,-1.261,-0.147,0
2281665.637,-0.376,-2.896,4.795,-0.269,-1.263,-0.21,0
2281665.647,-2.754,-2.462,5.769,-0.208,-1.125,-0.174,0
2281665.657,-4.236,-2.455,5.47,-0.089,-0.87,-0.006,0
2281665.667,-4.89,-2.488,5.297,-0.001,-0.661,0.228,0
2281665.679,-6.598,-2.386,6.178,0.078,-0.345,0.593,0
2281665.697,-8.832,-2.407,7.404,0.256,-0.037,1.14,0
2281665.707,-9.268,-2.887,7.88,0.44,0.148,1.524,0
2281665.717,-3.04,-6.343,8.28,0.616,0.416,1.859,0
2281665.727,1.74,-9.479,9.008,0.729,0.702,1.974,0
2281665.737,5.405,-13.041,8.698,0.781,0.641,1.735,0
2281665.747,7.198,-15.632,8.831,0.662,0.266,1.305,0
2281665.757,9.563,-18.381,13.446,0.369,-0.148,0.861,0
2281665.767,13.445,-37.106,32.965,0.077,-0.412,0.552,0
2281665.777,19.913,-39.941,32.847,0.624,-0.103,0.323,0
2281665.787,33.202,-39.941,30.726,2.062,-0.088,0.374,0
2281665.807,22.424,-26.55,0.532,1.462,-1.455,0.203,0
2281665.817,15.516,-9.691,-0.476,0.181,-1.589,0.507,0
2281665.827,7.607,-2.689,-1.058,-0.677,-0.925,0.755,0
2281665.838,4.202,0.599,-1.963,-1.235,-0.076,1.252,0
2281665.847,6.29,2.765,-3.375,-1.644,0.629,1.881,0
2281665.857,6.252,2.397,3.452,-1.847,1.613,2.329,0
2281665.867,2.471,0.035,7.473,-1.472,1.989,2.609,0
2281665.877,-2.134,-6.558,4.529,-0.563,2.264,2.987,0
2281665.887,-7.716,-11.389,-1.006,0.373,2.908,3.205,0
2281665.897,-7.345,-11.221,-6.709,1.064,3.891,3.246,0
2281665.917,-3.817,-2.837,-16.649,0.829,2.032,2.414,0
2281665.927,-7.297,-3.854,-12.39,1.146,0.491,1.871,0
2281665.937,-7.623,-3.978,-6.57,1.522,-0.25,1.681,0
2281665.947,-1.87,-3.224,-3.994,1.783,-0.458,1.79,0
2281665.957,1.333,-3.398,-3.069,1.983,-0.605,1.788,0
2281665.967,0.645,-3.877,-3.206,2.092,-0.757,1.644,0
2281665.977,-1.997,-5.352,-2.842,2.111,-0.899,1.517,0
2281665.987,-4.849,-6.827,-2.185,2.093,-1.079,1.52,0
2281665.997,-6.973,-7.266,-1.328,2.12,-1.305,1.633,0
2281666.007,-6.776,-6.738,-0.162,2.167,-1.586,1.756,0
2281666.017,-4.381,-6.514,0.903,2.213,-1.947,1.844,0
2281666.027,-4.05,-6.012,2.12,2.205,-2.005,1.786,0
2281666.037,-5.344,-5.688,4.572,2.074,-1.9,1.734,0
2281666.047,-7.211,-5.167,7.297,1.926,-1.516,1.769,0
2281666.057,-13.418,-4.016,10.435,1.95,-0.987,1.688,0
2281666.067,-12.758,-6.307,11.55,2.042,-0.76,1.827,0
2281666.077,-7.178,-7.087,8.506,2.208,-0.325,2.241,0
2281666.087,-6.185,-5.527,5.747,2.1,-0.161,2.338,0
2281666.097,-10.215,-5.508,8.66,1.886,-0.401,2.04,0
2281666.107,-9.832,-5.475,11.676,1.828,-1.062,1.713,0
2281666.117,-10.771,-2.787,15.338,1.815,-1.579,1.038,0
2281666.127,-13.97,-1.913,20.449,1.817,-0.983,0.601,0
2281666.148,-5.687,-5.769,13.093,1.776,1.397,0.318,0
2281666.157,-2.303,-2.854,8.994,1.412,2.313,0.5,0
2281666.167,-0.199,1.263,7.321,0.873,2.793,0.681,0
2281666.179,-1.025,2.015,8.604,0.319,2.975,0.552,0
2281666.197,-9.341,-2.806,8.634,-0.368,2.224,-0.001,0
2281666.207,-11.647,-4.026,6.45,-0.464,1.748,-0.082,0
2281666.217,-12.021,-3.975,4.938,-0.571,1.379,-0.086,0
2281666.227,-8.823,-3.002,5.195,-0.856,1.184,-0.009,0
2281666.237,-5.272,-0.199,6.222,-1.018,1.131,-0.026,0
2281666.247,-4.403,1.417,6.133,-1.068,0.964,-0.134,0
2281666.257,-3.917,2.82,8.274,-1.059,0.869,-0.225,0
2281666.267,-4.172,3.737,10.096,-0.909,0.809,-0.282,0
2281666.281,-6.284,3.414,6.794,-0.646,0.704,-0.283,0
2281666.297,-6.632,3.048,5.844,-0.362,0.563,-0.2,0
2281666.307,-6.938,2.349,5.308,-0.304,0.497,-0.197,0
2281666.317,-7.449,2.163,4.978,-0.261,0.475,-0.208,0
2281666.327,-8.114,1.864,4.812,-0.199,0.467,-0.205,0
2281666.337,-9.102,1.665,4.954,-0.09,0.475,-0.15,0
2281666.347,-9.985,1.299,4.725,-0.025,0.446,-0.076,0
2281666.357,-10.364,0.574,4.238,0.027,0.437,0.008,0
2281666.367,-9.835,0.676,3.646,0.079,0.448,0.092,0
2281666.387,-8.473,0.433,2.312,0.174,0.357,0.224,0
2281666.397,-8.219,0.208,2.094,0.211,0.279,0.271,0
2281666.407,-8.154,0.156,2.314,0.25,0.202,0.309,0
2281666.417,-8.269,0.032,2.614,0.294,0.145,0.368,0
2281666.427,-8.453,-0.468,2.72,0.346,0.092,0.423,0
2281666.437,-8.695,-0.907,2.69,0.385,0.06,0.462,0
2281666.447,-9.093,-1.09,2.521,0.403,0.045,0.494,0
2281666.457,-9.709,-1.343,2.261,0.374,0.068,0.498,0
2281666.467,-9.927,-1.592,2.14,0.307,0.186,0.513,0
2281666.478,-9.669,-1.831,2.062,0.222,0.367,0.524,0
2281666.497,-8.193,-2.489,1.754,0.097,0.673,0.539,0
2281666.507,-6.926,-2.554,1.534,0.064,0.637,0.511,0
2281666.517,-6,-1.893,1.564,0.026,0.513,0.412,0
2281666.527,-6.085,-0.841,2.068,-0.022,0.411,0.242,0
2281666.537,-7.555,-0.21,2.852,-0.068,0.359,0.042,0
2281666.547,-9.474,0.011,3.273,-0.095,0.273,-0.114,0
2281666.557,-11.276,-0.812,3.27,-0.112,0.233,-0.137,0
2281666.567,-12.457,-2.076,3.336,-0.151,0.243,-0.127,0
2281666.577,-12,-1.907,3.715,-0.184,0.282,-0.098,0
2281666.587,-11.25,-0.863,4.038,-0.201,0.324,-0.067,0
2281666.597,-10.468,-0.132,4.225,-0.21,0.37,-0.039,0
2281666.607,-10.264,0.151,4.421,-0.206,0.419,-0.039,0
2281666.617,-9.972,0.181,4.532,-0.203,0.487,-0.055,0
2281666.627,-9.855,0.25,4.57,-0.183,0.547,-0.063,0
2281666.637,-9.993,0.192,4.391,-0.169,0.624,-0.081,0
2281666.647,-10.498,-0.248,3.966,-0.15,0.706,-0.11,0
2281666.657,-11.32,-0.419,3.573,-0.155,0.852,-0.155,0
2281666.667,-11.83,-0.563,3.062,-0.164,0.917,-0.174,0
2281666.677,-11.714,-0.778,2.86,-0.157,0.982,-0.167,0
2281666.697,-11.477,-0.575,1.929,-0.06,1.125,-0.148,0
2281666.707,-11.246,-0.587,1.379,0.011,1.194,-0.117,0
2281666.717,-11.128,-0.333,0.924,0.09,1.256,-0.086,0
2281666.727,-11.061,-0.265,0.653,0.153,1.309,-0.06,0
2281666.737,-11.077,-0.153,0.623,0.202,1.335,-0.05,0
2281666.747,-11.168,0.024,0.935,0.237,1.296,-0.041,0
2281666.757,-11.171,0.348,1.212,0.27,1.226,-0.037,0
2281666.767,-10.92,0.605,1.165,0.274,1.162,-0.053,0
2281666.777,-9.94,0.914,0.076,0.232,1.213,-0.122,0
2281666.787,-9.94,0.914,0.076,0.195,1.396,-0.241,0
2281666.797,-9.385,0.975,-2.012,0.206,1.653,-0.401,0
2281666.807,-10.035,0.852,-4.927,0.268,1.84,-0.571,0
2281666.817,-11.53,0.686,-8.815,0.356,1.815,-0.692,0
2281666.827,-11.333,0.298,-8.21,0.292,1.233,-0.713,0
2281666.837,-8.932,-0.132,-5.433,0.131,0.483,-0.655,0
2281666.847,-6.86,-0.778,-2.916,0.071,0.131,-0.573,0
2281666.858,-7.189,-1.243,-1.666,0.136,0.255,-0.544,0
2281666.867,-7.637,-1.705,-1.604,0.25,0.58,-0.574,0
2281666.877,-8.134,-2.181,-1.976,0.278,0.492,-0.592,0
2281666.887,-8.54,-2.811,-2.349,0.306,0.25,-0.6,0
2281666.897,-8.331,-3.192,-3.03,0.342,0.026,-0.576,0
2281666.907,-7.55,-2.836,-3.981,0.352,-0.082,-0.539,0
2281666.917,-6.315,-2.119,-4.83,0.298,-0.091,-0.537,0
2281666.927,-5.824,-1.283,-5.175,0.193,-0.042,-0.615,0
2281666.937,-6.519,-0.479,-4.891,0.081,0.042,-0.74,0
2281666.947,-7.5,-0.055,-4.215,0.009,0.16,-0.842,0
2281666.958,-8.508,-0.148,-3.365,-0.023,0.25,-0.899,0
2281666.967,-9.805,-0.79,-2.404,-0.019,0.237,-0.91,0
2281666.977,-12.151,-3.871,-0.328,0.07,0.068,-0.82,0
2281666.997,-12.767,-5.201,0.361,0.307,-0.187,-0.505,0
2281667.007,-11.938,-6.096,-0.005,0.441,-0.323,-0.28,0
2281667.017,-10.179,-6.014,-0.808,0.561,-0.518,-0.059,0
2281667.027,-8.695,-5.869,-1.527,0.626,-0.772,0.101,0
2281667.037,-7.82,-5.601,-2.083,0.632,-0.997,0.166,0
2281667.047,-7.297,-5.223,-2.634,0.593,-1.127,0.173,0
2281667.057,-7.089,-4.821,-2.892,0.533,-1.139,0.154,0
2281667.067,-6.859,-4.514,-2.771,0.456,-1.12,0.118,0
2281667.077,-6.759,-4.51,-2.789,0.376,-1.065,0.086,0
2281667.088,-6.888,-4.485,-3.032,0.257,-0.958,0.01,0
2281667.107,-7.034,-4.8,-3.187,0.008,-1.06,-0.113,0
2281667.117,-6.923,-4.817,-3.363,-0.113,-1.142,-0.199,0
2281667.127,-6.982,-4.447,-3.535,-0.205,-1.159,-0.301,0
2281667.138,-7.118,-3.618,-2.933,-0.284,-1.082,-0.398,0
2281667.147,-6.658,-3.116,-1.648,-0.342,-0.99,-0.447,0
2281667.157,-5.818,-2.911,-0.699,-0.362,-0.974,-0.47,0
2281667.167,-5.336,-3.497,0.237,-0.351,-1.064,-0.516,0
2281667.187,-6.116,-4.132,0.236,-0.326,-1.349,-0.692,0
2281667.197,-7.029,-4.976,0.04,-0.348,-1.519,-0.699,0
2281667.207,-7.48,-6.051,-0.564,-0.417,-1.57,-0.674,0
2281667.217,-8.113,-8.171,-1.294,-0.539,-1.505,-0.655,0
2281667.227,-8.529,-8.693,-0.875,-0.695,-1.318,-0.655,0
2281667.237,-9.049,-8.788,-0.072,-0.853,-1.035,-0.665,0
2281667.247,-9.374,-8.358,0.923,-0.969,-0.724,-0.691,0
2281667.257,-9.023,-7.733,1.179,-1.023,-0.522,-0.705,0
2281667.267,-8.287,-7.266,1.095,-1.035,-0.531,-0.731,0
2281667.277,-7.606,-7.037,1.123,-1.045,-0.619,-0.799,0
2281667.287,-7.534,-6.752,1.149,-1.062,-0.706,-1.012,0
2281667.297,-7.721,-6.55,1.442,-1.075,-0.739,-1.163,0
2281667.307,-7.683,-6.584,1.755,-1.073,-0.633,-1.28,0
2281667.317,-7.865,-6.787,1.909,-1.047,-0.48,-1.359,0
2281667.327,-8.12,-7.253,2.074,-1.009,-0.299,-1.381,0
2281667.337,-8.148,-7.698,2.233,-0.964,-0.172,-1.364,0
2281667.347,-8.474,-7.842,2.65,-0.912,-0.071,-1.34,0
2281667.357,-9.438,-7.521,2.972,-0.839,0.057,-1.298,0
2281667.367,-10.328,-6.985,3.013,-0.75,0.173,-1.214,0
2281667.378,-10.68,-6.859,2.858,-0.663,0.238,-1.101,0
2281667.387,-10.427,-7.361,2.318,-0.573,0.231,-0.99,0
2281667.397,-9.779,-7.987,1.84,-0.566,0.23,-0.977,0
2281667.407,-8.911,-8.239,1.797,-0.578,0.302,-0.988,0
2281667.417,-8.142,-8.108,1.98,-0.573,0.659,-1.015,0
2281667.427,-7.422,-7.8,2.151,-0.542,0.951,-1.042,0
2281667.437,-7.131,-7.592,2.655,-0.487,1.16,-1.064,0
2281667.457,-6.895,-7.992,2.795,-0.341,1.263,-0.974,0
2281667.467,-6.763,-8.365,2.458,-0.297,1.161,-0.874,0
2281667.477,-5.677,-8.461,1.567,-0.286,0.925,-0.704,0
2281667.497,-2.256,-8.403,-2.506,-0.338,0.298,-0.32,0
2281667.507,-0.674,-8.679,-4.2,-0.403,0.136,-0.166,0
2281667.517,-0.012,-9.028,-4.763,-0.486,0.352,-0.03,0
2281667.527,-0.499,-9.783,-3.448,-0.522,0.556,-0.018,0
2281667.537,-1.21,-10.255,-2.205,-0.51,0.453,-0.053,0
2281667.547,-0.916,-11.251,-4.266,-0.45,0.076,-0.128,0
2281667.558,-2.583,-11.918,-4.054,-0.476,-0.084,-0.263,0
2281969.64,4.426,-8.546,1.213,0.127,-0.181,-0.026,0
2281969.65,4.396,-8.486,1.213,0.131,-0.193,-0.029,0
2281969.66,4.387,-8.481,1.237,0.133,-0.2,-0.032,0
2281969.671,4.401,-8.525,1.228,0.134,-0.202,-0.031,0
2281969.68,4.434,-8.518,1.251,0.134,-0.199,-0.029,0
2281969.691,4.457,-8.494,1.294,0.135,-0.191,-0.029,0
2281969.701,4.515,-8.489,1.338,0.139,-0.184,-0.029,0
2281969.71,4.564,-8.486,1.388,0.155,-0.178,-0.034,0
2281969.72,4.626,-8.489,1.459,0.17,-0.186,-0.037,0
2281969.73,4.675,-8.458,1.495,0.19,-0.206,-0.039,0
2281969.74,4.755,-8.469,1.539,0.21,-0.238,-0.041,0
2281969.75,4.893,-8.512,1.638,0.233,-0.282,-0.041,0
2281969.761,5.017,-8.556,1.71,0.263,-0.332,-0.043,0
2281969.77,5.079,-8.513,1.825,0.298,-0.391,-0.047,0
2281969.78,5.079,-8.513,1.825,0.334,-0.446,-0.049,0
2281969.79,5.034,-8.344,1.86,0.376,-0.5,-0.048,0
2281969.8,5.045,-8.256,1.857,0.418,-0.554,-0.041,0
2281969.81,5.079,-8.248,1.79,0.462,-0.606,-0.036,0
2281969.82,5.129,-8.267,1.708,0.519,-0.68,-0.037,0
2281969.83,5.19,-8.27,1.581,0.547,-0.729,-0.043,0
2281969.85,5.444,-8.362,1.544,0.567,-0.819,-0.064,0
2281969.86,5.594,-8.413,1.593,0.57,-0.871,-0.079,0
2281969.87,5.682,-8.442,1.658,0.575,-0.928,-0.095,0
2281969.88,5.776,-8.452,1.727,0.585,-0.982,-0.111,0
2281969.89,5.834,-8.413,1.809,0.596,-1.034,-0.128,0
2281969.9,5.852,-8.374,1.87,0.608,-1.081,-0.145,0
2281969.91,5.834,-8.292,1.935,0.627,-1.127,-0.161,0
2281969.92,5.745,-8.206,1.963,0.65,-1.213,-0.186,0
2281969.94,5.541,-8.065,1.968,0.668,-1.368,-0.227,0
2281969.95,5.365,-7.961,1.934,0.671,-1.462,-0.26,0
2281969.96,5.161,-7.854,1.84,0.665,-1.547,-0.294,0
2281969.97,5.002,-7.825,1.764,0.643,-1.6,-0.33,0
2281969.98,4.879,-7.875,1.768,0.61,-1.624,-0.366,0
2281969.99,4.779,-8.024,1.835,0.569,-1.63,-0.404,0
2281970,4.445,-8.352,1.958,0.531,-1.632,-0.437,0
2281970.01,4.194,-8.485,2.028,0.491,-1.624,-0.47,0
2281970.02,3.901,-8.638,2.063,0.45,-1.6,-0.501,0
2281970.03,3.623,-8.881,2.197,0.376,-1.552,-0.542,0
2281970.04,3.383,-9.143,2.367,0.323,-1.439,-0.564,0
2281970.05,3.213,-9.424,2.598,0.274,-1.349,-0.578,0
2281970.06,3.049,-9.742,2.897,0.236,-1.244,-0.586,0
2281970.07,2.905,-9.991,3.188,0.216,-1.134,-0.585,0
2281970.08,2.815,-10.154,3.512,0.224,-1.03,-0.571,0
2281970.09,2.638,-10.078,3.856,0.263,-0.93,-0.554,0
2281970.1,2.412,-9.857,4.056,0.337,-0.833,-0.527,0
2281970.11,2.313,-9.469,4.041,0.436,-0.784,-0.497,0
2281970.12,2.272,-9.069,3.824,0.528,-0.815,-0.467,0
2281970.141,2.039,-8.363,3.356,0.626,-1.046,-0.425,0
2281970.15,1.947,-8.165,3.218,0.618,-1.206,-0.387,0
2281970.16,1.83,-8.098,3.186,0.581,-1.256,-0.373,0
2281970.17,1.603,-8.038,3.313,0.542,-1.263,-0.368,0
2281970.18,1.263,-7.804,3.893,0.557,-1.222,-0.352,0
2281970.19,1.069,-7.516,4.681,0.828,-1.008,-0.282,0
2281970.2,1.84,-7.467,-2.769,1.454,-0.936,-0.158,0
2281970.21,2.432,-7.987,-10.083,1.583,-2.478,-0.095,0
2281970.22,1.862,-8.247,-11.566,1.213,-3.87,-0.079,0
2281970.23,2.173,-9.139,-11.135,0.774,-4.514,-0.055,0
2281970.241,3.485,-9.637,-10.596,0.271,-4.228,0.037,0
2281970.25,4.993,-10.347,-8.951,-0.093,-2.925,0.052,0
2281970.26,6.372,-10.618,-5.88,-0.497,-2.065,0.001,0
2281970.27,7.24,-10.227,-2.338,-0.848,-1.629,-0.117,0
2281970.28,7.797,-9.76,0.37,-1.058,-1.579,-0.267,0
2281970.29,7.845,-9.144,1.37,-1.104,-1.706,-0.418,0
2281970.3,7.441,-8.407,2.24,-1.075,-1.879,-0.541,0
2281970.31,6.755,-7.529,2.791,-1.034,-2,-0.623,0
2281970.32,6.655,-6.414,3.838,-1.019,-1.975,-0.666,0
2281970.35,6.611,-2.468,2.542,-1.068,-1.682,-0.846,0
2281970.36,6.504,-1.034,2.871,-1.135,-1.384,-0.881,0
2281970.37,6.288,0.439,2.125,-1.062,-1.223,-0.878,0
2281970.38,6.115,1.587,0.948,-0.936,-1.08,-0.861,0
2281970.39,6.309,2.106,0.515,-0.762,-0.952,-0.877,0
2281970.4,6.277,2.067,0.701,-0.541,-0.891,-0.971,0
2281970.41,5.725,1.572,0.702,-0.28,-0.905,-1.131,0
2281970.42,4.581,0.431,-0.466,-0.033,-0.891,-1.323,0
2281970.43,3.428,-1.498,-2.08,0.138,-0.691,-1.503,0
2281970.44,3.414,-6.178,-4.755,0.205,-0.361,-1.651,0
2281970.45,4.67,-9.081,-6.903,0.18,-0.052,-1.768,0
2281970.46,5.894,-11.958,-9.849,0.065,0.156,-1.847,0
2281970.47,7.2,-13.297,-12.338,-0.37,0.358,-1.914,0
2281970.48,7.828,-11.654,-11.838,-0.715,0.641,-1.893,0
2281970.49,8.066,-7.078,-9.644,-0.934,1.049,-1.787,0
2281970.5,6.958,-2,-7.334,-1.04,1.221,-1.641,0
2281970.51,4.963,1.746,-6.384,-1.059,1.162,-1.48,0
2281970.52,4.524,4.691,-7.783,-0.972,1.209,-1.272,0
2281970.53,6.663,7.667,-16.3,-0.817,1.418,-1.072,0
2281970.54,14.016,11.682,-36.534,-0.887,1.618,-0.955,0
2281970.55,32.045,10.121,-39.995,-1.579,1.629,-1.048,0
2281970.57,32.986,-6.776,-31.117,-2.087,1.614,-1.996,0
2281970.58,21.913,-5.448,-22.522,-0.965,2.088,-1.671,0
2281970.59,16.976,-2.094,-17.031,-0.522,1.739,-0.734,0
2281970.6,16.329,1.104,-14.039,-0.332,0.603,-0.051,0
2281970.61,15.435,3.278,-12.386,-0.169,-0.735,0.2,0
2281970.62,15.04,4.633,-12.065,-0.121,-0.752,0.122,0
2281970.635,10.668,4.008,-9.475,-0.085,-0.439,-0.277,0
2281970.65,5.808,2.081,-6.953,-0.268,-0.234,-1.451,0
